user_id,question_id,topic_id,subtopic_id,idlevel,status,response_time,next_level
9,4,1,1,3,1,4.04,3
9,5,1,1,1,1,0.77,1
9,7,1,1,3,0,4.9,3
9,9,1,1,3,1,5.2,3
9,10,1,1,3,0,3.36,3
9,11,1,1,3,1,2.67,3
9,11,1,1,3,0,0.85,3
9,11,1,1,3,1,2.0,3
9,12,1,1,3,0,6.4,3
9,12,1,1,3,0,16.75,3
9,14,1,1,3,0,1.3,3
9,15,1,1,2,1,1.97,3
9,20,1,2,2,0,15.16,1
9,25,1,2,1,1,5.32,1
9,25,1,2,1,1,2.17,2
9,30,1,2,3,0,9.1,3
9,30,1,2,3,1,3.23,3
9,30,1,2,3,0,4.09,2
9,32,1,2,3,0,5.49,3
9,32,1,2,3,1,11.15,3
9,32,1,2,3,1,5.13,3
9,32,1,2,3,1,5.28,3
9,35,1,3,3,1,1.89,3
9,37,1,3,3,0,10.02,3
9,37,1,3,3,1,3.68,3
9,37,1,3,3,1,3.81,3
9,38,1,3,3,0,3.37,3
9,40,1,3,3,0,13.21,2
9,41,1,3,1,1,2.54,2
9,41,1,3,1,1,5.02,1
9,42,1,3,3,1,2.53,3
9,43,1,3,3,1,5.43,3
9,46,1,3,3,0,6.87,3
9,46,1,3,3,1,3.05,3
9,51,1,4,2,1,2.96,2
9,53,1,4,2,1,0.9,2
9,56,1,4,3,0,5.58,3
9,57,1,4,3,1,0.93,3
9,57,1,4,3,0,8.75,3
9,60,1,4,3,0,6.14,3
9,60,1,4,3,1,5.64,3
9,63,1,4,2,1,2.02,2
9,65,1,5,2,1,13.47,2
9,70,1,5,1,1,1.56,1
9,73,1,5,2,1,7.06,3
9,78,1,5,3,1,4.72,3
9,78,1,5,3,1,3.81,3
10,1,1,1,3,1,2.12,3
10,3,1,1,3,1,3.36,3
10,3,1,1,3,0,4.39,3
10,3,1,1,3,1,3.59,3
10,4,1,1,3,1,2.96,3
10,4,1,1,3,0,11.56,3
10,7,1,1,3,1,0.94,3
10,9,1,1,3,1,1.72,3
10,10,1,1,3,0,2.54,3
10,10,1,1,3,1,4.83,3
10,10,1,1,3,1,6.63,3
10,10,1,1,3,1,2.0,3
10,10,1,1,3,1,1.76,3
10,11,1,1,3,1,2.56,3
10,12,1,1,3,1,2.08,3
10,12,1,1,3,0,7.12,3
10,14,1,1,3,0,8.27,3
10,28,1,2,3,0,10.87,3
10,29,1,2,3,1,0.47,3
10,29,1,2,3,0,7.6,3
10,30,1,2,3,0,6.42,3
10,30,1,2,3,0,3.21,3
10,32,1,2,3,0,1.65,3
10,32,1,2,3,0,9.06,3
10,32,1,2,3,1,3.73,3
10,35,1,3,3,0,6.32,3
10,35,1,3,3,1,1.9,3
10,38,1,3,3,0,15.21,3
10,40,1,3,3,0,17.18,3
10,42,1,3,3,1,0.15,3
10,42,1,3,3,0,19.05,3
10,42,1,3,3,1,3.76,3
10,42,1,3,3,1,10.22,3
10,42,1,3,3,0,9.16,3
10,42,1,3,3,0,4.45,3
10,43,1,3,3,1,10.3,3
10,45,1,3,1,1,2.36,2
10,46,1,3,3,0,4.72,3
10,46,1,3,3,1,3.55,3
10,46,1,3,3,1,2.66,3
10,56,1,4,3,1,2.73,3
10,56,1,4,3,1,7.23,3
10,57,1,4,3,1,2.69,3
10,57,1,4,3,1,3.61,3
10,59,1,4,3,0,6.34,3
10,59,1,4,3,0,9.38,3
10,67,1,5,2,1,4.46,3
10,71,1,5,3,1,6.91,3
10,71,1,5,3,1,3.28,3
10,71,1,5,3,0,5.71,3
10,71,1,5,3,0,12.53,3
10,71,1,5,3,1,0.43,3
10,71,1,5,3,1,0.77,3
11,2,1,1,1,1,5.15,2
11,3,1,1,3,0,8.22,2
11,3,1,1,3,1,5.16,3
11,4,1,1,3,1,6.75,3
11,4,1,1,3,1,1.91,3
11,5,1,1,1,1,6.83,1
11,7,1,1,3,0,20.62,3
11,8,1,1,2,0,5.76,2
11,9,1,1,3,1,5.78,3
11,11,1,1,3,0,20.8,3
11,14,1,1,3,0,5.89,3
11,19,1,2,2,1,4.09,2
11,24,1,2,2,1,2.38,2
11,25,1,2,1,1,3.96,2
11,27,1,2,1,1,1.42,1
11,29,1,2,3,1,0.99,3
11,30,1,2,3,0,6.29,3
11,30,1,2,3,1,11.92,3
11,30,1,2,3,0,8.05,3
11,30,1,2,3,1,3.28,3
11,31,1,2,2,1,5.1,2
11,32,1,2,3,1,2.16,3
11,35,1,3,3,1,1.59,3
11,35,1,3,3,1,5.43,3
11,35,1,3,3,1,4.82,3
11,38,1,3,3,1,4.65,3
11,40,1,3,3,1,1.86,3
11,40,1,3,3,1,2.08,3
11,45,1,3,1,1,1.24,1
11,46,1,3,3,0,21.85,3
11,55,1,4,2,1,7.41,2
11,64,1,4,2,0,11.71,2
11,66,1,5,2,1,6.2,3
11,67,1,5,2,1,3.7,2
11,68,1,5,2,0,4.14,2
11,69,1,5,2,1,3.54,3
11,69,1,5,2,1,9.97,1
11,73,1,5,2,0,8.95,2
11,78,1,5,3,0,7.97,3
11,78,1,5,3,1,8.47,3
11,79,1,5,3,1,2.53,3
11,80,1,5,2,1,5.71,2
12,3,1,1,3,0,3.1,3
12,3,1,1,3,1,7.56,3
12,4,1,1,3,1,3.63,3
12,4,1,1,3,1,0.47,3
12,4,1,1,3,0,10.0,3
12,4,1,1,3,1,10.9,3
12,5,1,1,1,1,3.65,1
12,6,1,1,1,0,23.44,1
12,7,1,1,3,0,4.01,3
12,9,1,1,3,1,3.54,3
12,9,1,1,3,0,8.32,3
12,9,1,1,3,1,5.6,3
12,9,1,1,3,0,4.96,3
12,9,1,1,3,0,11.67,3
12,12,1,1,3,1,10.46,3
12,14,1,1,3,1,0.34,3
12,14,1,1,3,1,1.09,3
12,16,1,1,1,0,3.42,1
12,21,1,2,1,1,2.34,2
12,26,1,2,1,1,2.0,1
12,28,1,2,3,1,5.75,3
12,28,1,2,3,0,2.85,3
12,29,1,2,3,0,6.7,3
12,29,1,2,3,0,5.68,3
12,32,1,2,3,0,2.66,3
12,35,1,3,3,0,5.8,3
12,35,1,3,3,1,2.23,3
12,37,1,3,3,1,1.97,3
12,37,1,3,3,0,4.68,3
12,38,1,3,3,1,4.21,3
12,43,1,3,3,0,11.63,3
12,46,1,3,3,1,3.57,3
12,46,1,3,3,1,1.64,3
12,48,1,3,1,1,8.42,1
12,54,1,4,1,1,3.55,1
12,56,1,4,3,1,9.72,3
12,56,1,4,3,1,4.33,3
12,57,1,4,3,1,1.88,3
12,59,1,4,3,1,4.69,3
12,59,1,4,3,1,2.51,3
12,60,1,4,3,1,2.78,3
12,71,1,5,3,1,2.45,3
12,72,1,5,2,1,0.3,3
12,78,1,5,3,0,8.49,3
12,78,1,5,3,1,2.47,3
12,79,1,5,3,1,4.66,3
12,79,1,5,3,0,11.35,3
13,1,1,1,3,1,0.68,3
13,3,1,1,3,1,8.57,3
13,3,1,1,3,0,7.08,3
13,3,1,1,3,1,6.91,3
13,4,1,1,3,1,1.54,3
13,4,1,1,3,0,2.3,2
13,4,1,1,3,1,7.91,3
13,7,1,1,3,1,2.45,3
13,7,1,1,3,0,12.29,3
13,7,1,1,3,1,7.06,3
13,7,1,1,3,0,13.95,3
13,7,1,1,3,1,6.34,3
13,7,1,1,3,1,8.79,3
13,9,1,1,3,0,6.7,3
13,11,1,1,3,1,3.82,3
13,12,1,1,3,0,10.51,3
13,12,1,1,3,0,12.58,3
13,14,1,1,3,1,2.41,3
13,14,1,1,3,0,12.55,3
13,14,1,1,3,0,8.62,3
13,17,1,2,2,1,2.57,1
13,22,1,2,1,1,0.93,1
13,26,1,2,1,1,1.29,1
13,29,1,2,3,1,2.01,3
13,29,1,2,3,1,3.24,3
13,30,1,2,3,1,3.62,3
13,30,1,2,3,1,6.71,3
13,35,1,3,3,0,8.27,3
13,35,1,3,3,1,2.13,3
13,35,1,3,3,1,4.79,3
13,37,1,3,3,1,1.8,3
13,37,1,3,3,1,5.8,3
13,38,1,3,3,1,7.18,3
13,40,1,3,3,0,5.15,3
13,40,1,3,3,1,1.25,3
13,40,1,3,3,0,20.71,3
13,42,1,3,3,1,9.47,3
13,42,1,3,3,0,10.49,3
13,45,1,3,1,1,0.77,2
13,46,1,3,3,1,3.63,3
13,47,1,3,2,1,4.28,2
13,48,1,3,1,1,8.76,2
13,56,1,4,3,1,3.04,3
13,59,1,4,3,0,11.68,3
13,59,1,4,3,0,6.2,2
13,68,1,5,2,1,1.6,3
13,70,1,5,1,1,1.45,1
13,71,1,5,3,1,1.64,3
13,74,1,5,2,1,5.44,3
13,78,1,5,3,0,9.85,3
13,78,1,5,3,1,5.51,3
13,78,1,5,3,1,7.58,3
13,79,1,5,3,0,10.02,3
13,79,1,5,3,1,3.7,3
14,3,1,1,3,1,3.1,3
14,3,1,1,3,1,1.93,3
14,3,1,1,3,0,13.43,2
14,3,1,1,3,0,8.21,3
14,4,1,1,3,1,1.51,3
14,4,1,1,3,0,29.65,3
14,4,1,1,3,1,5.57,3
14,4,1,1,3,1,2.71,3
14,7,1,1,3,1,1.69,3
14,7,1,1,3,1,2.51,3
14,7,1,1,3,0,9.3,3
14,7,1,1,3,0,10.44,3
14,7,1,1,3,1,1.3,3
14,9,1,1,3,0,15.26,3
14,10,1,1,3,0,8.04,3
14,11,1,1,3,1,10.18,3
14,11,1,1,3,1,11.41,3
14,14,1,1,3,1,7.76,3
14,19,1,2,2,1,5.68,3
14,24,1,2,2,1,4.0,2
14,28,1,2,3,1,1.25,3
14,28,1,2,3,1,2.89,3
14,29,1,2,3,0,9.54,3
14,29,1,2,3,1,4.81,3
14,30,1,2,3,1,3.49,3
14,30,1,2,3,1,4.1,3
14,30,1,2,3,1,2.58,3
14,30,1,2,3,1,9.77,3
14,32,1,2,3,1,2.6,3
14,37,1,3,3,1,1.6,3
14,38,1,3,3,1,8.98,3
14,38,1,3,3,0,6.32,3
14,40,1,3,3,1,2.59,3
14,40,1,3,3,1,0.7,3
14,40,1,3,3,1,9.79,3
14,46,1,3,3,0,22.71,3
14,46,1,3,3,1,1.45,3
14,47,1,3,2,1,2.13,2
14,53,1,4,2,1,5.0,2
14,56,1,4,3,1,7.03,3
14,57,1,4,3,0,3.58,3
14,57,1,4,3,0,4.82,3
14,58,1,4,1,1,0.42,2
14,59,1,4,3,1,7.26,3
14,59,1,4,3,1,5.03,3
14,59,1,4,3,1,5.94,3
14,60,1,4,3,1,5.45,3
14,60,1,4,3,1,1.19,3
14,61,1,4,2,1,3.88,3
14,71,1,5,3,1,1.05,3
14,74,1,5,2,1,1.52,2
14,78,1,5,3,1,4.55,3
14,79,1,5,3,1,4.92,3
14,79,1,5,3,1,6.11,3
15,3,1,1,3,0,18.21,3
15,4,1,1,3,1,2.58,3
15,4,1,1,3,1,10.24,3
15,4,1,1,3,1,1.87,3
15,4,1,1,3,1,4.72,3
15,4,1,1,3,1,2.81,3
15,7,1,1,3,0,10.08,3
15,7,1,1,3,1,1.47,3
15,7,1,1,3,1,8.24,3
15,7,1,1,3,0,14.17,3
15,7,1,1,3,0,3.1,3
15,7,1,1,3,0,26.26,3
15,9,1,1,3,1,6.11,3
15,10,1,1,3,1,9.4,3
15,11,1,1,3,1,2.43,3
15,11,1,1,3,1,3.58,3
15,11,1,1,3,0,13.04,3
15,11,1,1,3,1,5.16,3
15,12,1,1,3,1,5.58,3
15,12,1,1,3,1,4.23,3
15,14,1,1,3,1,1.21,3
15,14,1,1,3,1,0.94,3
15,27,1,2,1,1,3.74,2
15,28,1,2,3,0,4.69,3
15,29,1,2,3,1,1.56,3
15,29,1,2,3,0,6.09,2
15,30,1,2,3,1,0.78,3
15,30,1,2,3,0,14.56,3
15,32,1,2,3,1,3.39,3
15,32,1,2,3,0,12.84,3
15,35,1,3,3,0,13.84,3
15,35,1,3,3,1,12.22,3
15,35,1,3,3,1,3.85,3
15,35,1,3,3,1,2.14,3
15,35,1,3,3,1,7.17,3
15,37,1,3,3,1,6.5,3
15,38,1,3,3,1,1.05,3
15,38,1,3,3,1,9.05,3
15,40,1,3,3,1,4.1,3
15,40,1,3,3,0,5.45,3
15,42,1,3,3,0,5.95,3
15,43,1,3,3,0,4.12,3
15,43,1,3,3,1,5.48,3
15,43,1,3,3,1,5.74,3
15,43,1,3,3,1,5.68,3
15,46,1,3,3,1,1.65,3
15,56,1,4,3,1,1.22,3
15,56,1,4,3,0,2.85,3
15,56,1,4,3,1,6.77,3
15,56,1,4,3,0,11.06,3
15,57,1,4,3,1,2.4,3
15,59,1,4,3,1,6.58,3
15,59,1,4,3,1,2.86,3
15,59,1,4,3,0,11.02,3
15,60,1,4,3,1,1.92,3
15,60,1,4,3,1,3.14,3
15,60,1,4,3,1,3.32,3
15,61,1,4,2,1,3.72,3
15,67,1,5,2,1,5.71,2
15,73,1,5,2,1,9.01,2
15,74,1,5,2,1,2.81,3
15,74,1,5,2,1,5.16,2
15,75,1,5,2,1,2.69,2
15,78,1,5,3,1,4.67,3
15,78,1,5,3,0,8.11,3
15,79,1,5,3,1,2.68,3
15,79,1,5,3,0,5.02,3
16,2,1,1,1,1,4.64,1
16,4,1,1,3,0,1.72,3
16,5,1,1,1,0,4.72,1
16,6,1,1,1,1,6.87,1
